2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
912.84,914.19,913.2,905.4,910.4,907.7,911.1,903.9,909.0,916.1,914.5,912.2,912.5,909.0,910.0,909.7,908.5,908.8,902.4,908.1,910.5
912.84,914.19,913.2,905.5,909.9,907.4,911.2,904.0,908.8,915.5,914.1,912.1,912.2,908.4,909.9,910.3,908.4,908.8,903.0,908.5,909.7
912.84,914.19,913.2,905.8,910.2,908.0,911.7,904.1,909.0,915.1,914.2,911.8,912.1,909.6,909.8,910.0,908.3,908.9,903.6,908.5,909.9
912.84,914.19,913.2,906.1,909.8,908.3,912.0,904.7,909.2,914.8,914.9,912.5,912.2,910.2,910.4,910.9,907.9,909.7,903.8,908.6,910.2
912.84,914.19,913.2,906.1,911.0,908.9,911.9,905.4,910.3,915.3,914.9,913.1,912.7,910.1,911.2,910.8,908.5,910.6,904.5,909.4,911.0
912.84,914.19,913.2,905.8,911.2,909.2,912.2,905.8,910.9,915.5,915.4,913.5,913.6,910.5,911.8,911.3,909.4,910.9,904.3,909.8,911.3
912.84,914.19,913.2,906.7,911.9,909.6,912.6,906.5,911.6,915.8,915.8,913.8,914.0,911.0,912.3,911.9,909.1,911.1,904.6,910.1,911.8
912.84,914.19,913.2,906.4,911.9,910.3,913.2,907.3,912.0,916.0,916.0,914.1,913.9,912.0,912.8,912.1,909.0,910.9,904.6,910.6,912.3
912.84,914.19,913.2,906.2,912.0,910.5,911.89,907.9,912.1,916.0,915.8,913.9,913.9,912.1,912.4,912.0,908.3,910.7,903.8,910.8,912.5
912.84,914.19,913.2,906.1,911.5,910.4,911.89,907.4,912.1,915.8,915.7,913.9,913.2,911.9,912.0,911.5,907.3,910.2,903.4,910.5,912.1
912.84,914.19,913.2,905.2,910.9,909.9,911.89,907.1,911.2,915.4,915.0,913.3,912.6,911.2,911.6,910.6,906.8,909.7,902.5,910.1,911.1
912.84,914.19,913.2,904.8,910.1,909.6,911.89,906.6,910.8,914.7,914.9,913.3,912.2,910.9,911.0,910.1,906.3,909.6,902.0,909.8,910.6
912.84,914.19,913.2,904.3,910.0,908.8,911.89,906.4,910.6,914.5,914.5,913.1,912.3,910.8,910.8,910.0,906.1,909.8,902.3,909.4,910.0
